"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
;"Marital Status";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
;"85 years and over";2;0;2;0;0;0;7;0;1;0;0;6
;"Total";291;152;121;6;4;8;299;148;123;6;5;17
"124 Carrig";"80 - 84 years";0;0;0;0;0;0;2;0;1;0;0;1
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";77;51;24;0;1;1;56;27;24;1;0;4
"125 Castlecooke";"80 - 84 years";3;1;2;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;1;0;0;0;0;0;0;0;0;0
;"Total";90;51;37;1;1;0;77;33;37;0;0;7
"126 Castle Hyde";"80 - 84 years";6;1;4;0;0;1;9;1;2;0;0;6
;"85 years and over";6;1;3;0;0;2;9;4;1;0;0;4
;"Total";386;203;166;3;3;11;365;162;163;7;2;31
"127 Castlelyons";"80 - 84 years";6;3;2;0;0;1;6;2;0;0;0;4
;"85 years and over";4;2;0;0;0;2;4;1;0;0;0;3
;"Total";504;281;201;7;4;11;453;214;187;12;5;35
"128 Castletownroche";"80 - 84 years";8;1;5;0;0;2;9;0;4;0;0;5
;"85 years and over";4;1;3;0;0;0;11;2;1;0;0;8
;"Total";413;226;165;12;4;6;409;190;159;18;4;38
"129 Coole";"80 - 84 years";6;2;2;1;0;1;7;4;0;0;0;3
;"85 years and over";2;0;1;0;0;1;3;0;0;0;0;3
;"Total";378;190;169;5;6;8;390;177;171;8;5;29
"130 Curraglass";"80 - 84 years";2;0;1;0;0;1;2;0;0;0;0;2
;"85 years and over";1;0;1;0;0;0;2;0;0;0;0;2
;"Total";183;98;73;6;3;3;172;74;76;4;3;15
"131 Fermoy Rural";"80 - 84 years";23;7;12;0;0;4;40;4;6;0;0;30
;"85 years and over";14;5;6;0;0;3;50;11;5;0;0;34
;"Total";2109;1161;859;28;30;31;2167;1128;799;60;40;140
"132 Glanworth East";"80 - 84 years";4;1;3;0;0;0;4;1;0;0;0;3
;"85 years and over";1;0;0;0;0;1;5;1;1;0;0;3
;"Total";217;123;83;4;1;6;191;91;78;2;3;17
"133 Glanworth West";"80 - 84 years";2;1;1;0;0;0;5;0;0;0;0;5
;"85 years and over";2;1;0;0;0;1;6;1;0;0;0;5
;"Total";467;250;192;13;3;9;441;200;191;15;2;33
"134 Gortnaskehy";"80 - 84 years";1;0;1;0;0;0;3;0;0;0;0;3
;"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
;"Total";153;82;67;1;1;2;142;63;69;1;1;8
"135 Gortroe";"80 - 84 years";1;0;1;0;0;0;6;0;1;0;0;5
;"85 years and over";1;0;1;0;0;0;6;0;0;0;0;6
;"Total";330;178;141;6;3;2;320;148;139;4;3;26
"136 Kilcor";"80 - 84 years";4;1;3;0;0;0;5;0;1;0;0;4
;"85 years and over";4;2;1;0;0;1;4;1;3;0;0;0
;"Total";170;79;77;5;2;7;160;64;77;4;2;13
"137 Kilcummer";"80 - 84 years";3;0;2;1;0;0;2;0;1;0;0;1
;"85 years and over";3;0;1;0;0;2;3;0;0;0;0;3
;"Total";134;70;56;3;1;4;110;42;52;3;0;13
"138 Kildinan";"80 - 84 years";4;0;3;0;0;1;2;0;2;0;0;0
;"85 years and over";3;1;2;0;0;0;3;0;1;0;0;2
;"Total";280;163;108;5;1;3;242;116;104;4;0;18
"139 Killathy";"80 - 84 years";5;2;3;0;0;0;6;0;1;0;0;5
;"85 years and over";1;0;0;0;0;1;4;0;0;0;0;4
;"Total";186;102;77;2;1;4;190;90;78;2;1;19
"140 Kilworth";"80 - 84 years";5;1;4;0;0;0;10;1;4;0;0;5
;"85 years and over";2;1;0;0;0;1;0;0;0;0;0;0
;"Total";582;307;253;12;3;7;588;280;256;11;4;37
"141 Knockmourne";"80 - 84 years";12;1;8;0;0;3;12;1;4;0;0;7
;"85 years and over";6;1;2;0;0;3;22;6;1;0;0;15
;"Total";539;293;215;9;7;15;506;216;214;14;4;58
"142 Leitrim";"80 - 84 years";3;1;1;0;0;1;0;0;0;0;0;0
;"85 years and over";1;0;0;0;0;1;1;0;0;0;0;1
;"Total";156;86;64;2;0;4;150;75;65;1;0;9
"143 Rathcormack";"80 - 84 years";8;1;3;0;1;3;10;2;0;0;0;8
;"85 years and over";1;0;1;0;0;0;4;0;1;0;0;3
;"Total";853;498;312;15;16;12;785;436;276;26;11;36
"144 Watergrasshill";"80 - 84 years";5;0;4;0;0;1;6;0;1;0;0;5
;"85 years and over";5;1;2;0;0;2;9;2;1;1;0;5
;"Total";567;332;212;10;7;6;506;263;206;7;5;25
"145 Allow";"80 - 84 years";2;0;1;0;0;1;2;1;0;0;0;1
;"85 years and over";4;0;2;0;0;2;12;1;2;0;0;9
;"Total";211;115;85;2;2;7;200;89;86;1;1;23
"146 Ballyhoolahan";"80 - 84 years";3;1;2;0;0;0;2;1;0;0;0;1
;"85 years and over";1;0;1;0;0;0;2;2;0;0;0;0
;"Total";146;82;59;4;0;1;132;67;53;2;1;9
"147 Banteer";"80 - 84 years";2;0;1;0;0;1;6;0;1;0;0;5
;"85 years and over";3;0;2;0;0;1;5;0;0;1;0;4
;"Total";341;175;144;5;6;11;357;167;142;12;3;33
"148 Barleyhill";"80 - 84 years";4;1;2;0;0;1;14;4;1;0;0;9
;"85 years and over";5;1;1;0;0;3;14;4;0;0;0;10
;"Total";298;174;108;5;2;9;262;114;108;5;2;33
"149 Barnacurra";"80 - 84 years";0;0;0;0;0;0;3;0;0;0;0;3
;"85 years and over";2;1;1;0;0;0;2;1;1;0;0;0
;"Total";123;71;45;3;0;4;91;43;43;0;0;5
"150 Bawncross";"80 - 84 years";4;1;2;0;0;1;4;0;2;0;0;2
;"85 years and over";6;1;3;0;0;2;1;0;0;0;0;1
;"Total";187;98;76;2;2;9;165;76;75;2;1;11
"151 Boherboy";"80 - 84 years";2;1;1;0;0;0;14;4;3;0;0;7
;"85 years and over";3;0;3;0;0;0;8;0;1;0;0;7
;"Total";327;186;130;5;1;5;335;153;131;11;2;38
"152 Castlecor";"80 - 84 years";0;0;0;0;0;0;4;0;0;0;0;4
;"85 years and over";3;0;1;0;0;2;3;1;0;0;0;2
;"Total";172;93;71;5;0;3;151;63;71;2;2;13
"153 Castlemagner";"80 - 84 years";2;0;1;0;0;1;7;0;0;0;0;7
;"85 years and over";1;0;1;0;0;0;2;0;0;0;0;2
;"Total";180;103;65;4;4;4;198;97;68;6;5;22
"154 Clonfert East";"80 - 84 years";5;0;3;0;0;2;3;0;0;0;0;3
;"85 years and over";0;0;0;0;0;0;2;0;1;0;0;1
;"Total";201;106;85;2;1;7;182;81;83;2;3;13
"155 Clonfert West";"80 - 84 years";5;2;3;0;0;0;2;0;0;0;0;2
;"85 years and over";0;0;0;0;0;0;6;2;0;0;0;4
;"Total";95;64;29;0;1;1;79;37;30;1;0;11
"156 Clonmeen";"80 - 84 years";3;0;3;0;0;0;1;0;1;0;0;0
;"85 years and over";1;0;1;0;0;0;1;0;0;0;0;1
;"Total";134;68;62;3;0;1;126;55;62;3;1;5
"157 Coolclogh";"80 - 84 years";2;0;1;0;0;1;1;0;0;0;0;1
;"85 years and over";2;1;0;0;0;1;1;0;0;0;0;1
;"Total";199;123;70;2;1;3;168;86;72;2;0;8
"158 Dromina";"80 - 84 years";8;2;5;1;0;0;7;0;2;0;0;5
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";287;166;110;7;2;2;257;118;108;8;1;22
"159 Glenlara";"80 - 84 years";2;0;1;0;0;1;3;0;1;0;0;2
;"85 years and over";0;0;0;0;0;0;4;2;0;0;0;2
;"Total";197;117;68;4;1;7;145;67;67;1;1;9
"160 Gortmore";"80 - 84 years";3;0;3;0;0;0;0;0;0;0;0;0
;"85 years and over";2;1;0;0;0;1;2;0;0;0;0;2
;"Total";108;58;45;2;1;2;76;28;43;1;0;4
"161 Greenane";"80 - 84 years";11;1;6;0;0;4;14;3;2;0;0;9
;"85 years and over";1;0;1;0;0;0;6;0;1;0;0;5
;"Total";610;327;244;10;15;14;595;291;232;19;8;45
"162 Kanturk";"80 - 84 years";14;3;9;1;0;1;41;8;5;1;1;26
;"85 years and over";18;5;6;0;0;7;34;4;1;0;0;29
;"Total";786;431;309;15;9;22;814;369;290;28;14;113
"163 Kilbrin";"80 - 84 years";1;0;1;0;0;0;5;0;1;0;0;4
;"85 years and over";1;1;0;0;0;0;1;0;0;0;0;1
;"Total";161;94;63;0;2;2;164;77;67;3;3;14
"164 Kilmeen";"80 - 84 years";3;0;2;0;0;1;5;0;2;0;0;3
;"85 years and over";3;1;2;0;0;0;4;1;1;0;0;2
;"Total";163;94;64;3;0;2;146;62;65;2;0;17
"165 Knockatooan";"80 - 84 years";8;4;3;0;0;1;3;0;1;0;0;2
;"85 years and over";1;0;0;0;0;1;3;1;0;0;0;2
;"Total";170;104;62;1;1;2;136;55;60;3;1;17
"166 Knocktemple";"80 - 84 years";1;1;0;0;0;0;4;1;0;0;0;3
;"85 years and over";4;1;3;0;0;0;4;1;1;0;0;2
;"Total";193;104;80;4;2;3;206;101;79;4;3;19
"167 Meens";"80 - 84 years";0;0;0;0;0;0;8;0;0;0;0;8
;"85 years and over";2;0;1;0;0;1;4;1;1;0;0;2
;"Total";250;146;96;6;0;2;234;106;94;6;0;28
"168 Milford";"80 - 84 years";3;0;2;0;0;1;7;0;0;0;0;7
;"85 years and over";2;0;0;0;0;2;4;1;1;0;0;2
;"Total";298;153;125;9;3;8;305;145;126;9;5;20
"169 Nad";"80 - 84 years";1;1;0;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;1;0;0;0;0;0;0;0;0;0
;"Total";39;16;18;4;0;1;47;24;18;0;0;5
"170 Newmarket";"80 - 84 years";9;3;4;0;0;2;28;4;5;0;0;19
;"85 years and over";17;3;6;0;0;8;33;8;2;0;0;23
;"Total";782;417;321;9;7;28;777;330;318;20;3;106
"171 Newtown";"80 - 84 years";2;0;2;0;0;0;10;1;2;0;0;7
;"85 years and over";5;0;2;0;0;3;4;0;0;0;0;4
;"Total";443;254;161;9;7;12;408;204;156;11;2;35
"172 Roskeen";"80 - 84 years";5;2;2;0;0;1;4;1;0;0;0;3
;"85 years and over";2;0;1;0;0;1;3;1;1;0;0;1
;"Total";215;116;94;2;0;3;216;98;92;6;2;18
"173 Rosnalee";"80 - 84 years";8;2;5;0;1;0;6;1;1;0;0;4
;"85 years and over";1;0;1;0;0;0;2;0;1;0;0;1
;"Total";187;94;87;3;2;1;190;86;87;3;2;12
"174 Rowls";"80 - 84 years";1;1;0;0;0;0;3;0;0;0;0;3
;"85 years and over";2;0;0;0;0;2;2;0;0;0;0;2
;"Total";93;52;36;0;2;3;88;40;35;0;1;12
"175 Tincoora";"80 - 84 years";3;0;3;0;0;0;1;0;0;0;0;1
;"85 years and over";2;0;1;0;0;1;3;0;1;0;0;2
;"Total";188;95;85;2;0;6;182;85;82;1;1;13
"176 Tullylease";"80 - 84 years";2;1;0;0;0;1;1;1;0;0;0;0
;"85 years and over";1;0;0;0;0;1;7;0;1;0;0;6
;"Total";220;122;88;3;0;7;205;100;87;2;0;16
"177 Williamstown";"80 - 84 years";3;1;2;0;0;0;6;0;2;0;0;4
;"85 years and over";1;0;1;0;0;0;8;1;1;0;0;6
;"Total";235;129;100;0;2;4;217;91;92;4;1;29
"178 Ballinspittle";"80 - 84 years";2;0;2;0;0;0;1;1;0;0;0;0
;"85 years and over";1;0;0;0;0;1;3;0;1;0;0;2
;"Total";293;171;109;6;3;4;287;151;107;5;6;18
"179 Ballyfeard";"80 - 84 years";2;0;2;0;0;0;2;1;1;0;0;0
;"85 years and over";1;0;0;0;0;1;1;0;0;0;0;1
;"Total";165;88;71;2;2;2;162;77;69;5;3;8
"180 Ballyfoyle";"80 - 84 years";2;1;1;0;0;0;2;2;0;0;0;0
;"85 years and over";1;0;0;0;0;1;1;0;0;0;0;1
;"Total";145;77;60;4;0;4;129;62;59;2;2;4
"181 Ballymackean";"80 - 84 years";4;0;4;0;0;0;3;0;1;0;0;2
;"85 years and over";2;1;1;0;0;0;0;0;0;0;0;0
;"Total";170;93;71;3;3;0;144;58;69;5;3;9
"182 Ballymartle";"80 - 84 years";2;0;2;0;0;0;7;0;2;0;0;5
;"85 years and over";3;0;2;0;0;1;0;0;0;0;0;0
;"Total";507;284;207;8;4;4;461;226;204;4;3;24
"183 Carrigaline";"80 - 84 years";3;0;1;1;0;1;11;2;1;1;0;7
;"85 years and over";3;1;1;0;1;0;8;1;1;0;0;6
;"Total";844;457;337;23;17;10;864;409;330;36;20;69
"184 Coolmain";"80 - 84 years";4;1;2;0;0;1;6;0;1;0;0;5
;"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
;"Total";202;116;83;0;0;3;204;99;83;4;0;18
"185 Cullen";"80 - 84 years";0;0;0;0;0;0;4;0;0;0;0;4
;"85 years and over";0;0;0;0;0;0;4;2;0;0;0;2
;"Total";235;126;106;2;0;1;246;128;102;2;2;12
"186 Farranbrien";"80 - 84 years";3;1;0;1;0;1;3;0;0;0;0;3
;"85 years and over";3;0;2;0;0;1;3;1;1;0;0;1
;"Total";246;135;96;5;4;6;246;123;100;0;7;16
"187 Kilmonoge";"80 - 84 years";7;3;2;0;0;2;4;2;0;0;0;2
;"85 years and over";6;2;2;0;0;2;17;4;3;0;0;10
;"Total";500;284;187;10;7;12;478;248;182;15;6;27
"188 Kilpatrick";"80 - 84 years";2;0;2;0;0;0;3;0;2;0;0;1
;"85 years and over";1;0;1;0;0;0;0;0;0;0;0;0
;"Total";189;108;77;3;1;0;182;86;80;4;3;9
"189 Kinsale Rural";"80 - 84 years";22;2;13;0;0;7;23;3;7;1;0;12
;"85 years and over";13;2;8;0;0;3;34;10;2;0;0;22
;"Total";1887;990;790;34;36;37;1932;954;786;46;52;94
"190 Kinure";"80 - 84 years";2;0;1;0;0;1;2;0;0;0;0;2
;"85 years and over";1;0;0;0;0;1;3;0;0;0;0;3
;"Total";156;79;65;2;7;3;136;57;61;4;3;11
"191 Laherne";"80 - 84 years";2;1;1;0;0;0;4;0;0;0;0;4
;"85 years and over";0;0;0;0;0;0;5;0;0;0;0;5
;"Total";191;101;77;4;3;6;194;93;78;2;3;18
"192 Leighmoney";"80 - 84 years";4;2;1;0;0;1;3;1;2;0;0;0
;"85 years and over";2;1;1;0;0;0;3;0;0;0;0;3
;"Total";318;175;131;4;2;6;315;159;131;2;5;18
"193 Liscleary";"80 - 84 years";5;0;5;0;0;0;13;1;3;0;0;9
;"85 years and over";6;0;4;0;0;2;13;2;3;0;0;8
;"Total";1754;964;741;22;18;9;1860;981;752;41;28;58
"194 Nohaval";"80 - 84 years";0;0;0;0;0;0;2;0;1;0;0;1
;"85 years and over";1;1;0;0;0;0;1;0;0;0;0;1
;"Total";140;69;66;0;1;4;130;58;65;0;1;6
"195 Templebreedy";"80 - 84 years";14;3;8;1;0;2;39;4;6;0;0;29
;"85 years and over";9;0;6;0;0;3;25;6;2;0;0;17
;"Total";1464;717;639;48;36;24;1597;734;647;49;39;128
"196 Templemichael";"80 - 84 years";7;0;6;0;0;1;2;0;1;0;0;1
;"85 years and over";1;0;1;0;0;0;2;0;1;0;0;1
;"Total";346;188;150;4;3;1;324;154;151;4;0;15
"197 Aghinagh";"80 - 84 years";2;1;1;0;0;0;3;1;0;0;0;2
;"85 years and over";1;1;0;0;0;0;4;2;0;0;0;2
;"Total";216;118;93;2;1;2;228;116;91;4;2;15
"198 Aglish";"80 - 84 years";2;0;2;0;0;0;10;1;2;0;0;7
;"85 years and over";0;0;0;0;0;0;13;4;1;0;0;8
;"Total";676;363;299;5;5;4;657;295;306;10;5;41
"199 Ballingeary";"80 - 84 years";4;2;2;0;0;0;7;0;3;0;0;4
;"85 years and over";2;0;1;0;0;1;4;0;0;0;0;4
;"Total";294;171;108;7;3;5;248;107;114;4;3;20
"200 Candroma";"80 - 84 years";2;0;2;0;0;0;4;0;1;0;0;3
;"85 years and over";1;1;0;0;0;0;3;1;0;0;0;2
;"Total";155;91;57;1;4;2;137;69;54;1;2;11
"201 Cannaway";"80 - 84 years";3;0;3;0;0;0;7;1;0;0;0;6
;"85 years and over";2;0;1;0;0;1;6;1;1;0;0;4
;"Total";272;148;112;3;3;6;251;125;106;1;1;18
"202 Cleanrath";"80 - 84 years";0;0;0;0;0;0;2;0;0;0;0;2
;"85 years and over";1;0;0;0;0;1;1;0;0;0;0;1
;"Total";114;69;38;1;2;4;101;50;38;3;1;9
"203 Clondrohid";"80 - 84 years";5;1;2;0;0;2;9;1;2;0;0;6
;"85 years and over";6;1;4;0;0;1;4;0;1;0;0;3
;"Total";442;243;182;2;6;9;393;173;179;1;6;34
"204 Clonmoyle";"80 - 84 years";3;1;1;0;0;1;1;1;0;0;0;0
;"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
;"Total";239;125;100;6;3;5;235;119;99;2;1;14
"205 Derryfineen";"80 - 84 years";1;0;1;0;0;0;3;2;1;0;0;0
;"85 years and over";3;0;1;0;0;2;3;0;0;0;0;3
;"Total";128;78;44;1;2;3;101;43;44;1;3;10
"206 Gortnatubbrid";"80 - 84 years";9;1;6;0;0;2;5;1;2;0;0;2
;"85 years and over";0;0;0;0;0;0;3;0;0;0;0;3
;"Total";218;124;85;2;1;6;202;101;85;2;1;13
"207 Gowlane";"80 - 84 years";9;3;3;0;0;3;8;1;1;0;0;6
;"85 years and over";5;1;3;0;0;1;9;4;0;0;0;5
;"Total";565;311;225;11;6;12;509;250;218;5;7;29
"208 Greenville";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;0;0;0;1;0;0;0;0;0;0
;"Total";112;61;47;1;1;2;112;59;47;0;1;5
"209 Inchigeelagh";"80 - 84 years";9;4;5;0;0;0;6;2;1;0;0;3
;"85 years and over";2;1;1;0;0;0;6;1;0;0;0;5
;"Total";278;165;102;6;2;3;249;119;103;2;3;22
"210 Kilberrihert";"80 - 84 years";3;1;2;0;0;0;5;0;1;0;0;4
;"85 years and over";5;0;2;0;0;3;6;0;0;0;0;6
;"Total";287;162;111;6;3;5;268;135;106;2;3;22
"211 Kilcullen";"80 - 84 years";4;0;1;0;0;3;7;2;1;0;0;4
;"85 years and over";4;0;3;0;0;1;6;1;1;0;0;4
;"Total";386;229;145;4;1;7;355;177;145;3;4;26
"212 Kilnamartery";"80 - 84 years";6;1;4;0;0;1;9;1;1;0;0;7
;"85 years and over";2;1;1;0;0;0;6;1;0;0;0;5
;"Total";360;210;142;3;1;4;309;131;143;2;1;32
"213 Macloneigh";"80 - 84 years";5;1;3;0;0;1;10;3;2;0;0;5
;"85 years and over";10;3;2;0;0;5;13;4;2;0;0;7
;"Total";396;205;171;5;2;13;408;195;172;5;5;31
"214 Magourney";"80 - 84 years";6;0;4;0;0;2;11;3;0;0;0;8
;"85 years and over";1;0;1;0;0;0;10;4;0;0;0;6
;"Total";530;307;205;11;2;5;529;273;198;8;7;43
"215 Mashanaglass";"80 - 84 years";3;0;3;0;0;0;2;0;1;0;0;1
;"85 years and over";1;0;0;0;0;1;0;0;0;0;0;0
;"Total";231;126;99;3;1;2;211;92;101;3;3;12
"216 Mountrivers";"80 - 84 years";1;1;0;0;0;0;8;0;1;0;0;7
;"85 years and over";1;0;1;0;0;0;4;0;0;0;0;4
;"Total";310;182;116;7;2;3;300;144;123;5;0;28
"217 Rahalisk";"80 - 84 years";4;0;3;0;0;1;3;0;3;0;0;0
;"85 years and over";4;0;2;0;0;2;1;0;0;0;0;1
;"Total";274;166;94;3;3;8;216;95;96;4;3;18
"218 Slievereagh";"80 - 84 years";2;2;0;0;0;0;7;1;0;0;0;6
;"85 years and over";5;2;3;0;0;0;9;3;0;0;0;6
;"Total";435;242;164;11;10;8;381;192;149;10;1;29
"219 Na hUláin";"80 - 84 years";4;2;1;0;0;1;4;0;0;0;0;4
;"85 years and over";2;0;1;0;0;1;7;0;1;0;0;6
;"Total";308;175;124;3;1;5;304;146;124;0;0;34
"220 Warrenscourt";"80 - 84 years";3;1;2;0;0;0;9;2;1;0;0;6
;"85 years and over";2;0;0;0;0;2;6;0;0;0;0;6
;"Total";381;221;150;5;1;4;361;175;148;3;3;32
"221 Ardskeagh";"80 - 84 years";3;1;2;0;0;0;4;0;3;0;0;1
;"85 years and over";3;1;2;0;0;0;4;0;1;0;1;2
;"Total";200;99;93;1;1;6;176;69;90;0;1;16
"222 Ballyclogh";"80 - 84 years";4;1;3;0;0;0;3;0;0;0;0;3
;"85 years and over";1;0;0;0;0;1;4;0;0;0;0;4
;"Total";320;157;149;6;3;5;321;142;151;4;2;22
"223 Ballynamona";"80 - 84 years";2;2;0;0;0;0;6;0;0;0;0;6
;"85 years and over";3;0;0;0;0;3;6;0;0;0;0;6
;"Total";455;229;208;4;7;7;440;194;204;4;7;31
"224 Buttevant";"80 - 84 years";12;4;3;1;0;4;19;1;1;0;1;16
;"85 years and over";4;0;4;0;0;0;12;2;2;0;0;8
;"Total";806;427;323;26;8;22;853;399;320;30;18;86
"225 Caherduggan";"80 - 84 years";3;0;3;0;0;0;3;0;1;0;0;2
;"85 years and over";1;0;1;0;0;0;7;0;0;0;0;7
;"Total";246;126;105;7;5;3;261;118;104;5;5;29
"226 Carrig";"80 - 84 years";1;1;0;0;0;0;1;0;0;0;0;1
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";116;61;52;1;0;2;116;54;52;3;0;7
"227 Churchtown";"80 - 84 years";15;9;4;0;0;2;14;2;0;0;0;12
;"85 years and over";11;4;5;0;0;2;32;7;2;0;0;23
;"Total";418;232;155;9;11;11;436;209;149;8;9;61
"228 Clenor";"80 - 84 years";1;0;1;0;0;0;2;0;0;0;0;2
;"85 years and over";3;0;2;0;0;1;2;0;2;0;0;0
;"Total";183;112;68;1;0;2;153;71;69;4;2;7
"229 Doneraile";"80 - 84 years";16;2;11;0;0;3;9;1;3;0;0;5
;"85 years and over";7;4;3;0;0;0;8;1;0;0;0;7
;"Total";698;394;255;22;7;20;692;348;245;31;12;56
"230 Dromore";"80 - 84 years";21;12;5;1;0;3;42;16;2;1;0;23
;"85 years and over";20;11;6;0;0;3;59;18;3;0;0;38
;"Total";987;550;386;20;5;26;1013;473;392;20;13;115
"231 Imphrick";"80 - 84 years";1;0;0;0;0;1;5;1;0;0;0;4
;"85 years and over";1;0;0;0;0;1;3;0;0;0;0;3
;"Total";153;72;68;3;2;8;147;63;66;0;1;17
"232 Kilmaclenine";"80 - 84 years";2;0;2;0;0;0;7;0;0;0;0;7
;"85 years and over";1;0;1;0;0;0;5;0;0;0;0;5
;"Total";339;199;130;4;2;4;326;151;133;4;5;33
"233 Kilshannig";"80 - 84 years";8;0;5;0;0;3;8;0;1;0;0;7
;"85 years and over";1;0;1;0;0;0;5;0;0;0;0;5
;"Total";506;277;206;7;10;6;477;217;206;10;3;41
"234 Liscarroll";"80 - 84 years";5;1;3;0;0;1;7;1;0;0;0;6
;"85 years and over";3;0;1;0;0;2;8;1;1;1;1;4
;"Total";291;154;121;5;3;8;280;121;121;6;3;29
"235 Mallow Rural";"80 - 84 years";17;2;7;0;0;8;30;1;8;2;0;19
;"85 years and over";12;2;5;0;0;5;12;1;2;0;0;9
;"Total";1685;935;661;38;17;34;1662;878;624;58;15;87
"236 Milltown";"80 - 84 years";3;1;1;0;0;1;3;1;1;0;0;1
;"85 years and over";2;2;0;0;0;0;3;0;0;0;0;3
;"Total";196;99;85;4;3;5;160;69;75;3;0;13
"237 Monanimy";"80 - 84 years";4;3;0;0;0;1;5;1;1;0;0;3
;"85 years and over";3;1;2;0;0;0;2;0;0;0;0;2
;"Total";332;178;140;7;1;6;337;167;142;6;1;21
"238 Rahan";"80 - 84 years";8;1;4;1;0;2;4;1;1;0;0;2
;"85 years and over";3;1;2;0;0;0;5;0;0;0;0;5
;"Total";415;223;178;5;1;8;380;166;179;7;1;27
"239 Rathluirc";"80 - 84 years";22;7;5;0;0;10;52;16;6;0;0;30
;"85 years and over";18;4;5;0;0;9;31;12;1;0;0;18
;"Total";1729;991;619;41;31;47;1639;817;580;61;21;160
"240 Shanballymore";"80 - 84 years";7;0;6;0;0;1;9;0;2;0;0;7
;"85 years and over";2;1;0;0;0;1;6;2;0;0;0;4
;"Total";300;172;116;5;2;5;243;95;117;5;0;26
"241 Skahanagh";"80 - 84 years";1;1;0;0;0;0;5;0;0;0;0;5
;"85 years and over";1;0;1;0;0;0;0;0;0;0;0;0
;"Total";72;45;23;2;0;2;63;28;23;2;2;8
"242 Springfort";"80 - 84 years";1;0;0;0;0;1;6;2;0;0;0;4
;"85 years and over";2;0;0;0;0;2;4;1;0;0;0;3
;"Total";301;157;128;6;1;9;292;141;123;6;1;21
"243 Streamhill";"80 - 84 years";1;1;0;0;0;0;3;2;0;0;0;1
;"85 years and over";1;1;0;0;0;0;9;5;1;0;0;3
;"Total";57;34;17;3;1;2;68;29;24;0;1;14
"244 Templemary";"80 - 84 years";4;0;4;0;0;0;5;0;3;0;0;2
;"85 years and over";0;0;0;0;0;0;5;0;0;0;0;5
;"Total";165;87;71;5;2;0;166;74;70;5;1;16
"245 Wallstown";"80 - 84 years";3;0;1;0;0;2;2;0;0;0;0;2
;"85 years and over";0;0;0;0;0;0;2;0;1;0;0;1
;"Total";97;46;46;1;0;4;102;49;44;2;1;6
"246 Ballintemple";"80 - 84 years";6;3;2;0;0;1;6;1;1;0;0;4
;"85 years and over";3;3;0;0;0;0;5;1;1;0;0;3
;"Total";237;127;98;6;0;6;218;92;97;4;0;25
"247 Ballycottin";"80 - 84 years";5;1;4;0;0;0;17;1;3;0;0;13
;"85 years and over";2;1;1;0;0;0;11;3;1;0;0;7
;"Total";684;367;285;17;8;7;723;337;293;20;15;58
"248 Ballyspillane";"80 - 84 years";1;1;0;0;0;0;4;0;0;0;0;4
;"85 years and over";0;0;0;0;0;0;2;1;0;0;0;1
;"Total";156;84;69;2;0;1;161;74;71;2;2;12
"249 Carrigtohill";"80 - 84 years";18;5;7;0;0;6;21;4;3;0;0;14
;"85 years and over";7;2;1;0;0;4;10;2;0;0;0;8
;"Total";2460;1403;953;44;29;31;2415;1320;925;52;33;85
"250 Castlemartyr";"80 - 84 years";3;1;2;0;0;0;11;1;2;0;0;8
;"85 years and over";4;0;3;0;0;1;10;1;3;0;0;6
;"Total";445;233;195;7;3;7;427;185;192;6;3;41
"251 Clonmult";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
;"85 years and over";1;0;0;0;0;1;2;0;0;0;0;2
;"Total";99;60;37;1;0;1;82;37;36;2;1;6
"252 Cloyne";"80 - 84 years";11;1;4;0;0;6;13;1;4;0;1;7
;"85 years and over";8;0;8;0;0;0;15;2;2;0;0;11
;"Total";1623;919;634;29;20;21;1573;780;633;47;15;98
"253 Corkbeg";"80 - 84 years";8;1;4;0;0;3;16;2;1;0;0;13
;"85 years and over";5;1;3;0;0;1;4;2;0;0;0;2
;"Total";1114;619;442;18;14;21;1092;569;421;26;21;55
"254 Dangan";"80 - 84 years";1;0;1;0;0;0;2;0;1;0;0;1
;"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
;"Total";105;62;37;1;4;1;98;49;39;2;2;6
"255 Dungourney";"80 - 84 years";1;0;1;0;0;0;4;0;0;0;0;4
;"85 years and over";4;2;0;0;0;2;9;2;1;0;0;6
;"Total";288;174;102;6;0;6;248;114;104;0;3;27
"256 Garryvoe";"80 - 84 years";5;2;1;0;0;2;5;1;1;0;0;3
;"85 years and over";3;0;2;0;1;0;4;0;0;0;0;4
